"x" "y"
"106" -14.6952837802936 -42.1216948315789
"107" -12.6610496657847 -40.2542743659688
"108" -13.5258578046004 -43.34215072099
"109" -14.615984291755 -42.0546370355708
"110" -12.4911931641104 -41.1229284487382
"111" -13.9982070148525 -41.4653536892534
"112" -14.2460760126573 -44.9818877051831
"113" -15.4353383082923 -45.9412532639469
"114" -15.3938310265062 -45.3878208513358
"115" -14.8270469832056 -44.9623409083704
"116" -14.6046526063661 -43.9194929796102
"117" -13.5620901438098 -41.2217456492103
"118" -14.0960883964711 -45.176363176554
"119" -14.5400570872436 -45.3168715200673
"120" -13.3363729813939 -43.2134094807727
"121" -13.2845551352778 -41.4413262004027
"122" -17.4335514995303 -41.9491708015884
"123" -15.4913685044973 -43.4398795223773
"124" -12.9121326332062 -38.9453555009412
"125" -14.0012994810792 -40.2381891430029
"126" -12.3829477254756 -36.122413990315
"127" -11.0845131820857 -34.0095408808466
"128" -12.3048003818112 -35.7678521668605
"129" -14.8054954068765 -40.6997668541521
"130" -12.6770326100896 -42.7429547971585
"131" -14.2426858695751 -38.958018510876
"132" -12.2045460951697 -36.1023060747888
"133" -11.9762637275856 -36.9021583387684
"134" -11.8049838492732 -39.8080105260167
"135" -12.5947167940347 -38.4959484758408
"136" -13.4457514245342 -42.8285127393214
"137" -13.2634524836764 -44.6026656918247
"138" -15.0633193670386 -44.1757150097232
"139" -17.8710964305373 -49.6954787723798
"140" -15.3365590224442 -46.2477206876613
"141" -14.6518720265296 -47.2257009420264
"142" -17.651293315476 -49.025911645896
"143" -14.1167657258176 -43.9026954357538
"144" -14.6796886549394 -42.1834482810382
"145" -14.6068217452936 -42.8814992710225
"146" -14.644514744356 -44.2978788168566
"147" -12.9390222214406 -43.4693711325328
"148" -11.221433863945 -37.8598266183157
"149" -10.854026828832 -37.1163041618054
"150" -12.9872582547194 -35.3861281326761
"151" -10.9825300972902 -36.6950353691792
"152" -12.4197957140882 -36.4059791924466
"153" -12.9489199030579 -35.5447589094526
"154" -10.2646196719421 -33.6283974304916
"155" -11.3729394661452 -33.8780341051551
"156" -10.4658561483941 -31.869914764392
"157" -8.37547834917113 -32.0224043993788
"158" -9.31885620940999 -29.7361926505191
"159" -11.8939649562612 -32.5432375343009
"160" -11.7544835602402 -34.6271970033449
"161" -10.7929623550346 -35.1872165825858
"162" -11.7096503111352 -38.6316167173402
"163" -14.6773810037746 -39.0764633750959
"164" -12.47770526555 -41.2621983118547
"165" -13.9110899094781 -40.1932478585491
"166" -13.8702936367586 -38.4605369620792
"167" -13.8464266724759 -38.0434940014775
"168" -11.714455308603 -33.0328099808212
"169" -10.7689582659978 -33.1304513829397
"170" -10.2790148236406 -36.4342500476783
"171" -10.3985750296686 -31.2744752946133
"172" -9.24707099602891 -27.9972085082855
"173" -9.34175931767295 -27.5842245341429
"174" -8.4517498991258 -28.3830363340067
"175" -11.9445310163605 -33.7131732424045
"176" -9.4843089453697 -28.2620362257493
"177" -9.38277161661069 -32.1264574835458
"178" -10.2415523215651 -33.4243393768831
"179" -8.45132091374978 -28.4003703501613
"180" -9.84274022859197 -26.4109237016128
"181" -9.5280656951273 -26.3296234666626
"182" -11.6132448413927 -33.3393815133331
"183" -12.4158610231278 -33.0943634477839
"184" -10.1517433320495 -29.5394794269419
"185" -8.6377218501652 -28.9966528716947
"186" -11.5775047214736 -28.1856832470039
"187" -6.78543715231488 -22.8440156210477
"188" -6.81119988720901 -19.9222534097823
"189" -7.78466169261269 -21.4249339445013
"190" -5.68217489123466 -19.4883550933662
"191" -5.9625315628634 -20.1262347405644
"192" -6.94515597419197 -18.9866389711929
"193" -10.2456236299956 -27.6879928673304
"194" -10.6625595358751 -29.3254792667255
"195" -11.1846801127839 -29.2813224386023
"196" -5.95212611052383 -23.2569146814775
"197" -7.5880586883138 -22.0097338155992
"198" -7.69080991331357 -20.4129055380412
"199" -9.86997117680876 -22.9434356380783
"200" -8.00835664644498 -20.7539002593604
"201" -9.79061290429407 -29.69123190647
"202" -10.2556194260834 -26.0151823796733
"203" -5.91191669722247 -24.3579573463151
"204" -7.27453303690222 -25.1553874644531
"205" -9.12255646261937 -22.7015419981034
"206" -6.20357050113134 -22.9235743600539
"207" -5.68433570232346 -20.9318002637685
"208" -4.66537427323004 -17.9772552387916
"209" -3.9662109540707 -11.8258926161176
"210" -4.19423433830927 -13.5647345010779
"211" -4.61158147719456 -15.0872078104076
"212" -5.92891554299236 -14.9635599777978
"213" -5.86584076504445 -13.625612405924
"214" -5.02369740286717 -11.8230087228423
"215" -5.47323585654306 -13.7032232507972
"216" -5.49330003215935 -16.7556416548603
"217" -4.70029310455909 -14.456072947542
"218" -4.89468333243699 -16.1478005598126
"219" -4.46296390937983 -17.3771778055869
"220" -5.55512731788564 -18.7003113577027
"221" -4.39249080411742 -16.8438074406733
"222" -3.83522809838135 -14.0817884714502
"223" -4.99296044882921 -12.7236030157149
"224" -1.83441193786544 -9.39979624151749
"225" -1.19340082024875 -3.72446408663336
"226" -1.29756914444642 -4.99389457514377
"227" -2.84795116197756 -4.89060794610997
"228" 0.978731107596047 1.04874387657275
"229" 0.996409799483662 2.86859392234707
"230" 0.0303889210068229 1.67614753822134
"231" 1.45691418682717 0.703416237475866
"232" 1.26722917061701 0.757064984371014
"233" 0.928704329234313 -0.531602265638381
"234" -3.3027057061384 -1.39377744377271
"235" -1.49550280175227 -1.46034172137427
"236" 0.594377540480888 -2.45130277141878
"237" -1.95022781113226 -3.92717662594404
"238" -3.38287355292724 -11.9725539597641
"239" -3.81240023215065 -12.649319471142
"240" -2.8642963493534 -11.9093876676745
"241" -4.20665129162745 -12.3060679381688
"242" -3.5067738560655 -8.42199590803422
"243" -2.77332895420249 -8.87873494485055
"244" -2.72381566310248 -13.9238535409698
"245" -3.60491073999717 -11.1964097254849
"246" -2.56201292389353 -8.18683663133056
"247" -3.99394627165256 -10.2465906510002
"248" -0.932228486789054 -5.17785903891408
"249" -1.03488403362125 -3.74435612187488
"250" -0.390904981323449 -1.82021172113105
"251" -1.22644776548693 -0.771367023935231
"252" 1.21912388237843 -0.0753884109700529
"253" 0.242040281260149 2.62747269719398
"254" 0.864757451575498 1.73437726911381
"255" 1.16849841897563 4.96048661934138
"256" 1.21138364337138 1.1363431342598
"257" -0.699768285514357 2.01842720887055
"258" 1.4517188155116 4.08552657345098
"259" 0.845703008299678 1.49928390994993
"260" -0.767651768234419 1.81630381584527
"261" 1.02930917223875 3.22245667940147
"262" 0.988430959274283 5.13084007841877
"263" 2.73194241807323 3.46099053808206
"264" 2.13493005289816 4.39799260191122
"265" -1.705705978729 2.99810495208561
"266" 1.20958955028403 -0.206383645824007
"267" -0.0252063285181979 -0.223533716665051
"268" -0.9951893166577 -0.88219063609714
"269" -1.73966240853908 -3.1442574456971
"270" -2.34827068992105 -5.54795289641405
"271" -0.156668059131902 -2.89006872119219
"272" -2.42507916036626 -2.23142312236874
"273" 0.533190051645891 1.0927302798309
"274" 1.66507593320807 3.19983258522462
"275" 2.05218974597028 6.58544578878075
"276" 4.4675021076224 10.7926837504758
"277" 3.13798600247761 8.48090921350693
"278" 6.04327742042602 10.9121265626924
"279" 3.66413463262629 15.3024942241976
"280" 6.05777733915614 15.1573294930691
"281" 3.15943687948664 13.871368808071
"282" 2.88712907633277 13.4396273371346
"283" 3.43921902577442 13.6324013606885
"284" 2.25869094635709 12.2323842139872
"285" 5.91544344260891 12.3280131299796
"286" 4.81530829047689 9.80728078536252
"287" 5.40838945845007 13.440388563895
"288" 2.75098339603786 9.34635904286419
"289" 3.24889138750166 8.85897828009163
"290" 3.03951457639196 5.98290968016186
"291" 3.08428409980265 4.42282349885444
"292" 3.372245796745 9.02863698364724
"293" 3.11685458252714 10.2020130489864
"294" 0.381550448565475 4.52261189768908
"295" 1.35898290977961 1.41977066956973
"296" 2.19563732831464 6.53350888596747
"297" 3.167450879634 10.908801177065
"298" 4.45810330124612 9.69357858395185
"299" 1.88717969280233 8.821778880637
"300" 3.11436017869827 8.91406455145506
"301" 3.64284452248085 8.99527882828335
"302" 3.71399793684883 7.84171826755067
"303" 2.26752460946285 6.3745641959582
"304" 3.72989265866375 6.08162095020612
"305" 3.00966066354022 9.44965500279021
"306" 2.09494503909227 6.53287566033727
"307" 2.16671416775133 6.56988075792375
"308" 2.32983249988638 5.2408173958038
"309" 0.761707642473201 7.13340001551838
"310" 2.49908455029227 7.57218817130191
"311" 3.24671571904593 9.06332356436179
"312" 4.14396408558058 11.9798042119735
"313" 4.78886541891525 14.4622080642165
"314" 2.4083130261653 10.8079189342566
"315" 4.71435437015194 14.1768954552345
"316" 3.97732345362632 13.4175459817925
"317" 4.46403930390903 16.1207760958911
"318" 1.97240622988937 15.4239043557406
"319" 5.66559892276801 18.478134153104
"320" 5.74573016941307 17.0432336839468
"321" 5.03866706308691 15.215886652166
"322" 4.61563612914045 14.9124189599188
"323" 5.56532976453002 15.9392006234227
"324" 3.9296337247807 15.2717202087946
"325" 4.27428685619859 9.4165103831947
"326" 4.4247913210766 10.5470156367539
"327" 3.98334099854177 8.738431001431
"328" 4.69073262137309 11.9790565549649
"329" 2.77761077700634 8.52675282316056
"330" 4.00597734202791 13.052892892605
"331" 4.75676312805524 10.03340885929
"332" 4.35660777763544 12.5071451548219
"333" 4.81151103126858 12.8823528022258
"334" 5.32881382412912 13.3580362656635
"335" 3.86633911318093 13.1433043590859
"336" 4.44806928970482 13.9155304774349
"337" 4.81614467721459 10.8212383110941
"338" 3.04878229120971 9.80446430296972
"339" 4.72940223260077 15.2780475414202
"340" 4.27642571823717 13.4534187201758
"341" 5.0028035726476 11.7321707923429
"342" 3.86108062161043 11.0347447523917
"343" 4.0570082195438 11.563179746554
"344" 4.07280551034369 16.4705301766709
"345" 5.25073258083507 16.7962687648083
"346" 4.18039923070704 17.3926447016555
"347" 7.0908601770897 20.3751564095819
"348" 6.91766887101018 18.383371061584
"349" 2.8568706447709 14.0117048884555
"350" 4.21826294253753 10.2817285039094
"351" 3.73315971979286 9.86507380030571
"352" 1.74671590113198 3.51693055226389
"353" 2.07283491677956 5.31172609489864
"354" 3.0092854560292 4.61651397553158
"355" 1.52651608372627 4.42552858277199
"356" 1.32563923890389 2.6193049015264
"357" 0.812862998378549 1.58793397329338
"358" 2.36215118714271 5.32987283926624
"359" 0.632628448112003 2.5124390502765
"360" 3.77322619014203 3.6521142365234
"361" 2.58147315067918 8.8515833701946
"362" 2.89086642427425 9.73700934257344
"363" 5.30120697941196 15.023683778048
"364" 5.32378276158469 14.9883312258723
"365" 5.51654046679842 13.9779044868851
"366" 3.4701646438937 13.9353745583928
"367" 5.3955630894875 15.1684151916378
"368" 6.078370633014 15.5360354629601
"369" 4.26701102430193 14.303870801951
"370" 4.35668338761221 14.5652393413659
"371" 7.12456961504686 19.6504946609067
"372" 5.42188521056948 16.758192152274
"373" 5.95500182545294 15.0520597869602
"374" 5.42906352658984 14.905057135765
"375" 5.06442599222881 13.9024953724973
"376" 2.71186223285377 13.2936323029709
"377" 4.06224208316969 11.2788889126021
"378" 6.22328528447332 14.1027081292064
"379" 3.36007723144129 10.0374260697623
"380" 4.70102991543641 12.0165062217334
"381" 2.8565736658793 13.1961254078634
"382" 0.722634042976711 5.49180199247322
"383" 0.901342553182013 2.25377602518221
"384" 1.17680514216216 -0.0104386865502666
"385" -0.653552466822014 3.38890024346371
"386" 2.40740059475518 2.49474076172098
"387" 2.86430668156906 7.35779437079958
"388" 2.95319125421778 8.56384771390131
"389" 5.32127476770783 10.0074234374639
"390" 1.36119472066262 7.5376327532338
"391" 2.41335621300979 6.70901761584149
"392" 4.47708353066478 12.5135030559291
"393" 0.00925313503436143 3.3241062645416
"394" 1.57261313481172 -0.186668085791422
"395" 1.23446365969257 4.90161363922504
"396" 3.00076136161239 4.71184550003968
"397" 2.3798317639035 6.17242991761291
"398" 2.03370271805986 9.48978934714897
"399" 1.85935984407301 9.91744608275077
"400" 1.83852328276358 10.1286549842453
"401" 2.32934077259901 7.75147577156074
"402" -0.509330165238344 3.79316975039227
"403" -0.0337004489550992 4.59562017630453
"404" 3.15145516675696 3.38695502071225
"405" 0.290943847229926 0.757698525172245
"406" 2.16083579798624 0.717909303111072
"407" 2.57496296145419 3.25634216144367
"408" 2.21608192106424 5.62265434094956
"409" 1.20301596894779 4.91626708842354
"410" 0.981608332090811 3.33995798854196
"411" 1.40494672222604 1.87708661954239
"412" 0.400099995308473 -0.878127193349172
"413" -2.6439901239204 -0.957339828564961
"414" -1.14793049862832 -3.87052167410204
"415" -2.30034108076517 -5.71783745554143
"416" -3.3105258971675 -8.85686740500648
"417" -3.34200562286319 -10.7966613373585
"418" -1.76895285084656 -7.92889586235054
"419" -3.2922252290062 -9.47248972613572
"420" -1.16142054340529 -6.7867988177768
"421" -2.13188006430094 -6.5101718380446
"422" -5.16968184361849 -10.5862167504655
"423" -3.46183770507913 -9.9828709831099
"424" -2.79190684368962 -9.48924420228196
"425" -3.06401260584773 -10.2761925957937
"426" -4.07224685686322 -8.04414086248049
"427" -4.49304601965163 -8.01347744745615
"428" -1.40901318490007 -5.43964285602941
"429" -0.561216490527767 -4.30888162184755
"430" -2.95972338457965 -7.86397865625331
"431" -1.28055356355074 -4.03432507369566
"432" -2.0557943850923 -9.08216844667845
"433" -3.19704133738313 -12.6350905431787
"434" -4.23216403238206 -15.4300866296214
"435" -5.1700795459179 -16.1512739747014
"436" -7.46736676706758 -18.1773969691413
"437" -5.1240835581378 -11.4959747954854
"438" -2.44919699909265 -10.2544589904757
"439" -2.27473625644344 -7.4296075968999
"440" -4.64357515254614 -10.851644508107
"441" -3.40814252646147 -10.5024407873306
"442" -3.43142119486493 -8.988805882294
"443" -2.18277036197886 -10.8269475415328
"444" -3.34369166621477 -11.0625257793397
"445" -4.45368646298406 -11.5329328527913
"446" -5.35606850957043 -16.2129633930989
"447" -4.84683560074738 -10.5429368677306
"448" -2.46275150491109 -12.3600406544469
"449" -3.917033195527 -14.8109820747711
"450" -4.42521114891249 -12.5240758017231
"451" -1.773415393904 -7.03349847670192
"452" -1.0229336047157 -3.74640465278528
"453" -1.17467448298062 -1.43430012922872
"454" 0.0357845478194094 2.59695249826072
"455" -0.0436554949566044 -1.26733448289048
"456" -1.37630628369183 2.99137484877643
"457" 0.260041667192627 -0.294172711684706
"458" -1.0317571502238 -2.35604708530936
"459" -2.29769121365772 -8.05040638386548
"460" -3.17582165568994 -5.47971929235496
"461" 0.34837864890913 -2.4531213177106
"462" -1.09072231811686 -2.08572622091218
"463" -1.14009794604324 -2.50169238531657
"464" 1.0216857081097 -2.90965743792086
"465" -1.12455542840351 -1.49742822927161
"466" -2.23762101261959 -3.8832238073045
"467" -2.25874855202447 -8.1267996044557
"468" -4.25130489629525 -13.2292415860262
"469" -5.47425819829995 -13.8610776835804
"470" -5.28174126836376 -15.6511206059021
"471" -5.69568896712756 -17.2754951922006
"472" -5.87159580885332 -14.3987450696675
"473" -5.46680788576331 -10.8383680364794
"474" -3.26944433412694 -11.4541293955141
"475" -5.16045939054133 -12.5735260411084
"476" -5.30858135839019 -12.9413185415477
"477" -2.67884843142943 -10.9927493939033
"478" -4.24230900721682 -14.1268146205334
"479" -4.01060996337416 -10.8762255730193
"480" -1.81953608316324 -7.97957536386792
"481" -2.22197738246173 -12.1987277754845
"482" -3.13869698025079 -11.5992957421096
"483" -4.17013747837483 -9.2591540779582
"484" -5.11422089784173 -14.2341969255735
"485" -3.85569790069141 -12.1662670517365
"486" -5.35031605553252 -11.7842463005934
"487" -1.81087026812899 -4.99128279026271
"488" -3.62694100273464 -10.7744962314827
"489" -4.35070303472109 -13.6140911590785
"490" -3.52262954894004 -10.7023149257525
"491" -2.22341859338576 -8.6101892730088
"492" -0.844189850763096 -5.04279209094524
"493" -2.9306176862565 -7.78749248578164
"494" -1.91589342161723 -3.05385274024216
"495" -2.61287738320866 -8.25451631222559
"496" -3.59191919914212 -11.2314285983976
"497" -3.37718390648518 -11.8729776038736
"498" -0.155313743596487 -4.4526540566419
"499" -0.664590612810046 -3.50967872617006
"500" 1.14264652857793 -1.88282513304079
"501" 1.84957609689071 2.89870045182319
"502" 3.31742674903552 3.20381908788719
"503" -0.820986980280242 2.16989503990846
"504" 0.403902909069152 2.0120966350509
"505" 0.467682554118931 2.79061203027466
"506" 2.13997212256437 5.24521276818176
"507" 1.87911813690637 5.14828768305275
"508" 1.49213786325788 2.37710368375431
"509" 0.165930202573187 4.58797909212704
"510" 1.18321711753976 5.35764304118135
"511" 1.13976698084307 6.02545964894328
"512" 0.476902218731802 2.99642768801276
"513" -0.424190768895849 0.995146669164576
"514" 1.37323570942553 -0.451748041267847
"515" 1.76946998910181 1.86932504486114
"516" 0.947381607813648 1.52676477163828
"517" -1.40315713456471 -1.73944802951888
"518" 0.782282973072631 -6.54618842888295
"519" -0.821065786942549 -5.50090036678893
"520" -0.180334762575722 -4.75576712331348
"521" -2.25825131801188 -0.915011202408066
"522" 0.58386022451679 0.987911442389905
"523" 1.46019419295995 0.177555206247537
"524" 2.11883130383048 5.76387016506682
"525" 2.34106151517069 4.22015940107451
"526" 1.78131903134022 2.69592507056086
"527" 0.0771023922700709 1.09148325471627
"528" -0.0160796332694332 -0.0702590035161468
"529" -0.50959556407208 2.48133095550869
"530" 1.48218850001578 2.21233698603306
"531" -1.38850428667384 1.71646819019232
"532" 0.433988628352255 1.93344505929644
"533" 2.09836610822693 3.24579681932633
"534" 0.860039444635643 4.19867864792672
"535" 3.82677841795589 7.36733745323853
"536" 3.56766938532814 8.39134981119325
"537" 0.905609704444135 3.81773942312631
"538" 1.49014987651321 5.52777639870735
"539" 1.97426527689202 5.28476387155658
"540" 1.90300130936496 5.24316177542701
"541" 1.38172539162784 5.77936706702585
"542" 1.64032874484945 8.08983490460977
"543" 3.0378122175985 11.2500111382851
"544" 3.69117517503916 9.63905888303248
"545" 3.88893390105698 8.20883015565534
"546" 1.70764963625393 6.8199590812996
"547" 1.4647864477642 4.32472521423362
"548" -1.0703716277022 0.279618027739516
"549" -0.671468779811108 0.230511381146479
"550" -0.0434735850206744 0.377071576509434
"551" -0.237433505891402 2.34787835048797
"552" -2.0401205138703 -1.1884511825965
"553" -0.168445651842063 -3.47693267529496
"554" -1.44360982173703 -4.25341011917277
"555" -3.23202421383801 -7.29226445241492
"556" -1.30607430728798 -6.12250703556471
"557" 0.022155912844086 -5.45452208594795
"558" -4.99060394400209 -6.37054041000349
"559" -3.58181184811027 -16.0123604233229
"560" -2.74111448904031 -12.3750395657496
"561" -3.32467716428651 -10.5157255561973
"562" -4.5605606965979 -11.7355111637863
"563" -5.9979993249322 -14.9197249128008
"564" -6.01612919943913 -15.6168478314733
"565" -5.68661392553819 -14.0195870085653
"566" -6.57728448775685 -12.7896326974578
"567" -4.00553534017697 -10.4048322463854
"568" -3.05159027243781 -12.1795764045296
"569" -4.56070556897506 -10.7265329756153
"570" -1.17325973318239 -9.83535112357411
"571" -3.50958758127932 -9.53092293437926
"572" -3.52672034448738 -9.54377622419313
"573" -4.57945242719938 -15.7583682503935
"574" -5.76398957781238 -14.4207716840357
"575" -6.11198470260742 -17.5525044292135
"576" -6.50144766398824 -18.3535606237244
"577" -4.92899167769332 -19.8419831733967
"578" -5.91971781489806 -19.7969302344982
"579" -8.1707138484064 -24.3295139044351
"580" -9.53324782907011 -26.1817946238424
"581" -9.31506166914762 -27.7751956283532
"582" -9.60479565508781 -30.231350757443
"583" -9.97823621269291 -28.3556139534046
"584" -10.224194989373 -27.2591844659967
"585" -10.368243466549 -26.6110340378237
"586" -9.21172466354742 -26.1283640848892
"587" -9.13127690931116 -28.8293534934148
"588" -10.1222110130828 -33.4627430214758
"589" -11.5040512582169 -28.7705087334241
"590" -11.1540319915812 -32.2473708493058
"591" -12.6920198749311 -32.0540388657886
"592" -10.4091529690528 -29.1646489616557
"593" -9.19036303512362 -30.0964799648166
"594" -9.31147323352146 -29.8875447057052
"595" -7.59501932790983 -26.189094397647
"596" -8.20346983569632 -27.6264294298093
"597" -9.77742712985428 -28.9953149295422
"598" -7.98399652489357 -28.5074565625045
"599" -8.32893506446504 -27.5025746649078
"600" -8.87379725108086 -28.8175922290416
"601" -11.1364671772185 -29.3857338316152
"602" -10.2131759458004 -27.9245042212117
"603" -10.6957692410642 -29.1291931536493
"604" -10.8992768227636 -32.9141580551849
"605" -8.83407702972746 -30.3400680106738
"606" -10.6469691864004 -31.6134997920835
"607" -10.2692421774921 -31.0226684673696
"608" -8.66489853894391 -29.3950671360238
"609" -9.8530710512418 -25.6136984915075
"610" -10.552646844115 -27.6700932777907
"611" -9.30147883228803 -25.2103284788615
"612" -8.57877282581537 -25.82246137156
"613" -8.69325638392637 -26.7260546939358
"614" -7.14223764773283 -24.6005356484378
"615" -9.51689147638739 -26.5559574645293
"616" -9.89180324036757 -28.0909928581993
"617" -11.9594493234803 -28.7279048748621
"618" -7.00736860918142 -25.936292674184
"619" -7.40356139510071 -25.6066370341796
"620" -9.7973499320216 -27.8713655899642
"621" -9.93411181446934 -28.8980355243517
"622" -8.97006839220649 -25.679798805751
"623" -6.7630163353779 -24.7362792729789
"624" -9.23772484331766 -27.5928437371435
"625" -8.85811110279212 -28.3176906664032
"626" -8.0942008614546 -24.6506613146663
"627" -6.72594059349023 -21.2650299042047
"628" -9.79219059008574 -25.288191484573
"629" -7.68503958140472 -25.0697128509445
"630" -8.55232477534211 -24.5242492779247
"631" -8.02718516389438 -25.6127421129255
"632" -8.75507697513359 -21.3005099327951
"633" -5.77838402237475 -17.9449369280716
"634" -8.32495869383751 -22.5243071796083
"635" -9.15970709963842 -19.7142461167859
"636" -9.78863307885173 -22.263796216037
"637" -10.7085600491844 -26.9543090403813
"638" -8.68096949713675 -26.4341158264176
"639" -8.8757093814141 -26.6974015048561
"640" -8.5272351871814 -26.5434052723529
"641" -8.73279461170709 -22.1408818124626
"642" -7.78310835244279 -24.5887118505693
"643" -8.09176709091329 -26.7081129477166
"644" -8.49275168447521 -22.6071385801592
"645" -9.92591604624602 -27.0324978707579
"646" -7.74456550606316 -27.920621699592
"647" -8.12409300689841 -30.4284354923645
"648" -7.86520128943642 -28.9048816546352
"649" -8.90940706632423 -29.9463389154905
"650" -10.550554574787 -31.4899394135012
"651" -10.4580628077737 -31.2984220267364
"652" -11.1547102122998 -31.6346536624565
"653" -11.6274531980712 -34.1517951003778
"654" -11.5796060646943 -33.7049141583313
"655" -13.1081280458728 -33.3211524580001
"656" -11.28850602557 -32.7450393533355
"657" -10.9118363595211 -32.6248984753359
"658" -11.3215317162071 -30.5971168102179
"659" -12.356518700159 -31.0788079228943
"660" -11.0422267907123 -33.8805097779878
"661" -13.3948520652587 -30.9274337904887
"662" -9.60724535460364 -34.2238107070826
"663" -10.1541818752328 -34.0893119552287
"664" -12.2493728810193 -33.6379097111599
"665" -12.1680052067673 -35.9331962773513
"666" -13.7629965743232 -40.2215698597359
"667" -15.8297383298938 -43.2023019236955
"668" -15.9841211531201 -44.9606127267031
"669" -15.0826294529878 -47.7493672695013
"670" -15.9024335279615 -42.4107776821173
"671" -16.467725265346 -48.2672897259539
"672" -15.6634059756321 -44.0657600605378
"673" -13.2550726211671 -43.787613325354
"674" -15.3808143926027 -45.322659729321
"675" -15.1246302111117 -48.1693665731206
"676" -15.2356674402493 -48.900488065754
"677" -16.2348398712744 -49.1095643824681
"678" -17.2619844030071 -48.4910566880831
